All traffic signals,,,,,,,,,,,Location,Latitude,,,,,,,,,,
PX,GUNNS RD,Mid Block,Side 1,Side 2,Private Access,Additional Info,Geo ID,Node ID,X,Y,Latitude,Longitude,Activation Date,Signal System,Non system,Mode of Control,Pedestrian Walk speed,APS,Transit Preempt,Fire preempt,Rail preempt,No. of Signalized Approaches
1674,SHEPPARD AVE W,100m WEST OF,BANTING AVE,PRIVATE ACCESS,DOWNSVIEW TTC LOOP,,441271,0,307948.09,4845430.5,43.75084,-79.46077,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,1,,4
1675,JANE ST,35m NORTH OF,MARSHLYNN AVE,,,,11752588,0,304436.005,4840315.501,43.70472,-79.50427,00:00.0,Awaiting TransSuite Control,,PED,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,2
1676,BLOOR ST W,,GREEN LANES,PRIVATE ACCESS,COMMUTER PARKING,,10759421,13467896,302715.9458,4833583.659,43.64422,-79.5256,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1678,AVENUE RD,150m SOUTH OF,CARIBOU RD,PRIVATE ACCESS,HAVERGAL COLLEGE ENTRANCE,,444986,0,311641.13,4841960,43.71961,-79.41486,00:00.0,SCOOT,,PED,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,2
1679,WESTON RD,,GARYRAY DR,,,,10476796,13448098,301083.4004,4847303.311,43.76769,-79.54592,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1680,O CONNOR DR,,CURITY AVE,PRIVATE ACCESS,,,8594395,13456719,320014.5,4840679,43.70793,-79.31106,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1681,ST CLAIR AVE E,,PLAXTON DR,,,,8609044,13456734,320689.25,4840654.5,43.70768,-79.30263,00:00.0,MTSS,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,,,,3
1682,WELLINGTON ST W,,BLUE JAYS WAY,,,,14025445,13467601,313513.687,4833650.978,43.6447334,-79.3917762,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1683,BATHURST ST,,LENNOX ST,,,,6924849,13464590,311984.83,4835769.02,43.66385,-79.41068,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,4
1684,KENNEDY RD,,NORCAP AVE,,,,9722554,13443753,321333.13,4850604,43.79722,-79.29432,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1685,MIDDLEFIELD RD,,INGLETON BLVD,PASSMORE AVE,,,103052,13441692,323665.933,4853961.489,43.82739,-79.26524,00:00.0,Awaiting TransSuite Control,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1686,SHEPPARD AVE E,,IDAGROVE GT,PRIVATE ACCESS,,,13975237,13442597,330888.81,4851759,43.80734,-79.17552,00:00.0,TransSuite,,SA2,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
1687,ELLESMERE RD,,MEADOWVALE RD,,,,105793,13444084,331859.511,4850113.147,43.7925,-79.16354,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1688,BLOOR ST W,,GLENDONWYNNE RD,PRIVATE ACCESS,,,10250117,13466674,306874.252,4834407.89,43.65164,-79.47408,00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
1689,LAKE SHORE BLVD W,,THIRTEENTH ST,,,,6195239,13470504,303827.4337,4828599.438,43.59935,-79.51186,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1690,STEELES AVE E,,PICKERING TOWN LINE,,,,14228285,13441579,331290.59,4857106.68,43.85545,-79.17025,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1691,QUEEN ST W,,YORK ST,,,,1145285,13466538,314063.746,4834370.326,43.651199,-79.3849089,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1692,WARDEN AVE,,CANADIAN RD,PRIVATE ACCESS,,,13502716,13502718,320886.08,4846300.97,43.7585,-79.30002,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1693,DREWRY AVE,,HILDA AVE,,,,437526,13445427,310891.715,4849300.571,43.78565,-79.42409,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1694,WESTON RD,,KING ST,KING STREET CRES,,,7154698,13458203,303117.5057,4839936.18,43.70139,-79.52065,00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1695,MEADOWVALE RD,,401 C E MEADOWVALE RD RAMP,,,HWY 401 SOUTH INTERSECTION,13502482,13502488,331681.38,4850760.29,43.79826213,-79.16595254,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1696,LAWRENCE AVE E,165m WEST OF,MARKHAM RD,PRIVATE ACCESS,CEDARBREA MALL - EAST ENTRANCE,,11485087,0,326706.6959,4846407.938,43.75931,-79.22774,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1697,HARBORD ST,,MONTROSE AVE,,,,14020067,13465282,311270.8635,4835289.858,43.65952,-79.41952,00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1698,GERRARD ST E,,MARJORY AVE,,,,10034902,13463573,317881.93,4836329.7,43.66881,-79.33754,00:00.0,MTSS,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,4
1699,WILLIAM R ALLEN RD,,DUFFERIN ST,KENNARD AVE,,,440346,13449081,307606.3571,4846391.312,43.75953,-79.46498,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
1700,MCLEVIN AVE,,SEWELLS RD,,,,104104,13442384,327799.242,4852104.506,43.81057,-79.21392,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1701,MIDLAND AVE,,PRUDENTIAL DR,PRIVATE ACCESS,,,110083,13450111,323753.13,4845331,43.7497,-79.26445,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1702,PROGRESS AVE,,WILLIAM KITCHEN RD,,,,14020766,14020768,322593.194,4847604.15,43.770205,-79.278729,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1703,KENNEDY RD,,ANTRIM CRES,PRIVATE ACCESS,KENNEDY COMMONS,,11034280,13446952,322233.74,4847775.44,43.77174,-79.28323,00:00.0,MTSS,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1704,BRIMLEY RD,,CHILLERY AVE,,,,110775,13451539,324930.9998,4844295.007,43.74036,-79.2499,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
1705,PARK HOME AVE,,BEECROFT RD,,,,10011227,13447724,311521.31,4847399.5,43.76854,-79.41629,00:00.0,Awaiting TransSuite Control,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
1706,PARK HOME AVE,,SENLAC RD,,,,439284,13448067,310762.9943,4847163.518,43.76641,-79.4257,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
1707,LAWRENCE AVE W,,APEX RD,GOOD SHEPHERD CRT,,,445746,13456161,308121.0738,4841259.644,43.71332,-79.45857,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1708,TAPSCOTT RD,,WASHBURN WAY,PRIVATE ACCESS,MALVERN TOWN CENTRE,WEST ACCESS,6947363,13442903,326973.15,4851429.06,43.8045,-79.22421,00:00.0,MTSS,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1709,DANFORTH RD,45m NORTH OF,GLENSHEPHARD DR,,,GLENSHEPHARD DR (WEST),111323,0,324880.2447,4843261.717,43.73101,-79.2506,00:00.0,TransSuite,,PED,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,2
1710,STEELES AVE E,,FERRIER ST,,,,20052272,14228223,318479.8785,4852952.118,43.81843,-79.3299,00:00.0,SCOOT,,SA2,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,3
1711,MCCOWAN RD,210m SOUTH OF,ALTON TOWERS CRCL,,,ALTON TOWERS CRCL (NORTH),14668493,0,322872.279,4853703.844,43.82508,-79.27514,00:00.0,TransSuite,,PED,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,2
1712,ST CLAIR AVE W,,GLENHOLME AVE,,,,1140596,13462068,309728.125,4837445.083,43.67895,-79.43867,00:00.0,MTSS,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,,,3
1714,LAWRENCE AVE E,,OVERTURE RD,,,,108757,13447703,328980.631,4847098.011,43.76549,-79.19946,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1715,ISLINGTON AVE,,SATTERLY RD,PRIVATE ACCESS,,,10387102,13449417,299091.9538,4846282.733,43.75848,-79.57064,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1716,KING ST W,,TECUMSETH ST,,,,11631428,13467795,312425.49,4833500.06,43.64342,-79.40524,00:00.0,MTSS,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,1,,,4
1717,BLOOR ST W,,INDIAN RD,,,,14041669,13466037,308261.227,4834829.125,43.65539,-79.45696,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1718,ST CLAIR AVE E,,WESTBOURNE AVE,,,,112339,13456415,321475.55,4840846.54,43.70945,-79.29292,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1719,MIDLAND AVE,,BROADBENT AVE,WAINFLEET RD,,,2917726,13451799,324118.19,4844137,43.73895,-79.25995,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1720,O CONNOR DR,,DOHME AVE,,,,8609059,13456270,320180.03,4840970.5,43.71057,-79.30898,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1721,DUPONT ST,,HAMMOND PL,PRIVATE ACCESS,,,20006122,20006124,311351.6456,4836702.159,43.67218019,-79.41875575,00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1722,KENNEDY RD,,FORBES RD,PRIVATE ACCESS,,,5066211,13449279,322729.42,4845963.062,43.75542,-79.27714,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1723,YORK MILLS RD,120m EAST OF,YONGE ST,PRIVATE ACCESS,YORK MILLS STATION,,11533920,0,312412.999,4844712.131,43.74438,-79.40526,00:00.0,SCOOT,,SAP,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,0,,,3
1724,MILNER AVE,,PROGRESS AVE,,,,13503858,13444498,326177.68,4849837.51,43.79021,-79.23415,00:00.0,MTSS,,FXT,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
1725,COLLEGE ST,,HURON ST,,,,7795746,13465434,312995.22,4835151.44,43.65826,-79.39817,00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,3
1726,BATHURST ST,65m NORTH OF,COCKSFIELD AVE,,,,440427,0,309701.75,4846156,43.75739,-79.43892,00:00.0,TransSuite,,PED,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,2
1727,JANE ST,360m NORTH OF,SHOREHAM DR,,,,439138,0,303101.146,4847669.339,43.77111,-79.5209,00:00.0,MTSS,,PED,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,1,,,2
1728,NEILSON RD,,CROW TRL,,,,103982,13442276,326848.32,4852286.98,43.81224,-79.2257,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1729,KEELE ST,,HUMBERSIDE AVE,,,,1143702,13465036,307771.65,4835524.82,43.66166,-79.46294,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1730,EGLINTON AVE W,,MATHESON BLVD,,,,13974009,13973964,297803.532,4836256.177,43.66821,-79.58681,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1731,JANE ST,55m NORTH OF,SAN ROMANOWAY,PRIVATE ACCESS,YORK GATE MALL ACCESS,,30020929,0,303316.016,4846390.124,43.75949,-79.51822,00:00.0,MTSS,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,3
1732,MARKHAM RD,,PASSMORE AVE,,,,2111674,13441651,324833.304,4854317.009,43.83059,-79.25065,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1733,JARVIS ST,,MAITLAND PL,MAITLAND ST,,,6522648,13464278,314631.6057,4835926.456,43.66524,-79.37788,00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1734,FINCH AVE E,220m EAST OF,BIRCHMOUNT RD,,,,3369767,0,320605.16,4850869,43.79965,-79.3034,00:00.0,MTSS,,PED,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,2
1735,STEELES AVE W,,MURRAY ROSS PKWY,PRIVATE ACCESS,,,438278,13446751,303414.98,4848267.17,43.77642,-79.51704,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,4
1736,PROGRESS AVE,310m EAST OF,MARKHAM RD,PRIVATE ACCESS,CENTENNIAL COLLEGE/HOWARD JOHNSON,,13971323,0,326367.69,4849138,43.78391,-79.23182,00:00.0,MTSS,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,,,,4
1737,THE QUEENSWAY,,GRAND AVE,,,,11272395,13469405,305220.5959,4831795.991,43.62815,-79.49457,00:00.0,SCOOT,,SA2,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,3
1738,WILSON AVE,,RIDLEY BLVD,,,,9879552,13452101,310916.64,4844160.66,43.73939,-79.42384,00:00.0,SCOOT,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1739,MORNINGSIDE AVE,,TEFFT RD,,,,7017604,13446607,329919.21,4847907.39,43.77272,-79.18781,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1740,ORIOLE PKWY,,KILBARRY RD,,,,2311881,13458957,312651.222,4839287.651,43.695485,-79.402394,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1741,FINCH AVE E,190m EAST OF,BRIDLETOWNE CRCL,,ST AIDAN SCHOOL,,30000632,0,320070.25,4850692,43.7981,-79.30994,00:00.0,MTSS,,PED,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,2
1742,EGLINTON AVE E,,ROSEMOUNT DR,PRIVATE ACCESS,,,111345,13453093,322999.63,4843235,43.73089,-79.27387,00:00.0,SCOOT,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
1743,HARBORD ST,,SHAW ST,,,,1144414,13465359,311084.7506,4835235.608,43.65903,-79.42187,00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1744,COXWELL AVE,,PLAINS RD,,,,6619735,13458660,318585.516,4839346.873,43.69596,-79.32878,00:00.0,TransSuite,,SA2,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
1745,QUEEN ST W,,SORAUREN AVE,,,,10775194,13468303,309547.32,4833090.6,43.63976,-79.44095,00:00.0,Awaiting TransSuite Control,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,3
1746,KING ST E,,SUMACH ST,,,,1144500,13465784,316204.5,4834858.61,43.65561,-79.3584,00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,,,4
1747,LAKE SHORE BLVD W,,LOWER SIMCOE ST,,,,14134883,14134885,314208.76,4833162.12,43.64028368,-79.38338667,05:00.0,SCOOT,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
1748,EGLINTON AVE W,,OLD FOREST HILL RD,,,,1138707,13458006,310979.13,4839954,43.70152,-79.42314,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1749,BRIMLEY RD,255m SOUTH OF,SHEPPARD AVE E,,,,20050591,0,323523.391,4849302.778,43.78544414,-79.26717415,00:00.0,TransSuite,,PED,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,2
1750,FINCH AVE W,280m WEST OF,SENTINEL RD,,,,30016929,30016928,304514.57,4846483.588,43.76030073,-79.50334668,00:00.0,MTSS,,PED,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,1,,,2
1751,DORIS AVE,,GREENFIELD AVE,,,,439620,13448358,312141.24,4846889.65,43.76394,-79.40862,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1752,LESLIE ST,,ESTHER SHINER BLVD,PRIVATE ACCESS,NY GENERAL HOSPITAL ENTRANCE,,14675358,14675360,315710.9074,4847504.856,43.76945,-79.3643,00:00.0,TransSuite,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
1753,PHARMACY AVE,,ROSSCOWAN GT,PRIVATE ACCESS,,,106693,13445277,319126.364,4849291.036,43.785429,-79.321806,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1754,SHEPPARD AVE E,,MURISON BLVD,,,,105132,13443378,327887.5,4850842,43.79924,-79.21294,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1755,YORK ST,,BREMNER BLVD,,,,13975052,13975054,314346.49,4833448.16,43.64297,-79.38147,00:00.0,SCOOT,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
1756,KENNEDY RD,,COWDRAY CRT,,,,107169,13445796,321937.48,4848750.38,43.78062,-79.28694,00:00.0,Awaiting TransSuite Control,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,3
1757,KEELE ST,,WEST TORONTO ST,PRIVATE ACCESS,,,13339742,13463685,307484.95,4836454.927,43.67005,-79.46646,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1758,ELLESMERE RD,,BIRKDALE RD,PRIVATE ACCESS,,,108248,13447325,323583.06,4847469.005,43.768958,-79.266512,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1759,KINGSTON RD,,PARKCREST DR,,,,2652810,13452173,327322.552,4843814.032,43.73597,-79.22027,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1760,SPADINA AVE,,SUSSEX AVE,,,,1143217,13464417,312627.98,4835861.59,43.66466,-79.40273,00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,4
1761,SPADINA AVE,,WILLCOCKS ST,,,,1143623,13464960,312735.67,4835489.06,43.6613,-79.4014,00:00.0,TransSuite,,SAP,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,1,,,4
1762,KENNEDY RD,,RANSTONE GDNS,PRIVATE ACCESS,JACK GOODLAD PARK,,110877,13451299,323143.462,4844495.012,43.742176,-79.2720485,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1763,MCNICOLL AVE,,DYNAMIC DR,,,,7552946,13441801,324777.149,4853509.824,43.823283,-79.251429,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1764,STEELES AVE W,,GERRY FITZGERALD DR,FUTURITY GATE,,,14673437,14673438,306816.004,4849358.476,43.78621,-79.47471,35:00.0,MTSS,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,0,0,4
1765,ROYAL YORK RD,,EDENBRIDGE DR,,,,909937,13463790,303059.7826,4836463.504,43.67012,-79.52136,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1766,BAYVIEW AVE,380m SOUTH OF,POST RD,PRIVATE ACCESS,CRESCENT SCHOOL,,443573,0,314348.13,4843458.5,43.73304,-79.38124,00:00.0,SCOOT,,SAV,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,3
1767,DUFFERIN ST,,ASCOT AVE,,,,9741478,13461876,309302.93,4837579.72,43.68016,-79.44393,00:00.0,MTSS,,SAP,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,1,,,3
1768,AVENUE RD,,CARMICHAEL AVE,,,,442879,13452369,311181.28,4843959.5,43.73758,-79.4206,00:00.0,SCOOT,,SA2,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,3
1769,AVENUE RD,,LYTTON BLVD,,,SOUTH INTERSECTION,1138099,13455941,311884.69,4841340,43.71398,-79.41185,00:00.0,SCOOT,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1770,AVENUE RD,,HILLHURST BLVD,,,,8322180,13456247,311898.06,4841131,43.7121,-79.41167,00:00.0,SCOOT,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
1771,ISLINGTON AVE,,CENTRAL PARK RDWY,CORDOVA AVE,,,911446,13467331,302759.8643,4834049.559,43.6484,-79.52505,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
1772,WILLOWDALE AVE,,BYNG AVE,,,,5200718,13446272,312364.98,4848512.82,43.77855,-79.40581,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
1773,ALNESS ST,,MARTIN ROSS AVE,,,,438681,13446969,306926.8659,4848035.872,43.77428,-79.47337,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1774,ALNESS ST,,SUPERTEST RD,,,,438441,13446617,306840.939,4848316.838,43.77683,-79.47444,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1775,ELLESMERE RD,,PRINCIPAL RD,,,,9779412,13448318,321314.306,4846757.024,43.762607,-79.294705,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1776,TAPSCOTT RD,,BLACKWELL AVE,PRIVATE ACCESS,MALVERN TOWN CENTRE ACCESS,,104510,13442796,327238.652,4851550.569,43.805552,-79.220863,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1777,DUFFERIN ST,,GERRY FITZGERALD DR,PRIVATE ACCESS,UNIVERSITY OF TORONTO,,14673409,14673411,307186.982,4849098.188,43.78384,-79.47014,50:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,0,0,4
1778,NEILSON RD,,LIVONIA PL,PURPLEDUSK TRL,,,106504,13445040,328423.754,4849328.548,43.78555,-79.20623,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1779,LAWRENCE AVE W,,RALPH ST,PRIVATE ACCESS,,TORONTO FIRE STATION #442,7434,13458224,303806.929,4839904.962,43.7011,-79.5121,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,1,,4
1780,FINCH AVE E,35m EAST OF,WINLOCK PK,,,,9084975,0,313193.75,4849140,43.78417,-79.39552,00:00.0,MTSS,,PED,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,2
1781,DUNDAS ST W,,MONTROSE AVE,,,,1145460,13466759,311561.46,4834265.14,43.6503,-79.41595,00:00.0,Awaiting TransSuite Control,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,3
1782,DON MILLS RD,,AU LARGE BLVD,,,,4792397,13443957,316436.93,4850507.6,43.79648,-79.35519,00:00.0,SCOOT,,SA2,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,3
1783,BEECROFT RD,,ELMHURST AVE,,,,439741,13448543,311723.265,4846745.527,43.7626531,-79.4137887,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1784,LAKE SHORE BLVD W,350m NORTHEAST OF,PARK LAWN RD,PRIVATE ACCESS,CHRISTIE COOKIE FACTORY,,7570827,0,306424.22,4831549,43.62601,-79.4797,00:00.0,SCOOT,,PED,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,2
1785,MARTIN GROVE RD,,NOTTINGHILL GT,WINTERTON DR,,,909798,13463462,299764.712,4836721.752,43.67243,-79.56223,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1786,SHEPPARD AVE E,,GRAND MARSHALL DR,WATER TOWER GT,,,5439765,13442992,329335.16,4851279.97,43.80314,-79.19488,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1787,MORNINGSIDE AVE,,OLD FINCH AVE,,,,103417,13441963,327704.19,4853017.37,43.818791,-79.215019,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,3
1788,SEWELLS RD,,BRENYON WAY,,,,6947330,13442606,327666.577,4851798.709,43.807798,-79.215605,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1789,SHEPPARD AVE E,,GATEFORTH DR,,,,105492,13443821,326486.13,4850438.79,43.7956,-79.23028,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1790,TAPSCOTT RD,,NEWGALE GT,PRIVATE ACCESS,,,103414,13442002,325711.3709,4852972.013,43.81843,-79.23983,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1791,EGLINTON AVE E,,LEBOVIC AVE,,,,14074103,14074105,321584.93,4842803.71,43.72704,-79.29148,00:00.0,SCOOT,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1792,DUFFERIN ST,,SAMOR RD,PRIVATE ACCESS,,,6058164,13455354,308355.39,4841812.79,43.71828,-79.45564,00:00.0,MTSS,,SA2,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,1,,,4
1793,STEELES AVE W,,HIGHWAY 27,,,EX-MTO SIGNAL,906551,13449960,295596.967,4845950.715,43.75549,-79.61409,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1794,MCCOWAN RD,,KENHATCH BLVD,,,,104988,13443229,323791.707,4851079.101,43.80145,-79.26377,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1795,WILSON AVE,,RIDGE RD,,,,444500,13454567,305255.206,4842443.854,43.72401,-79.49411,00:00.0,TransSuite,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,3
